,rating,name,review,verified,vote,date,length
1858,neutral,John R. Perfect,I love the MEEAudio M earphones nad for years would buy nothing else but the last few pairs I have bought while still sounding great and being very comfortable have died very quickly Normal use that would last for six months to a year in older Ms i had would result in dead earbuds either at the jack end or speaker end,True,0.0,27.04.2018,62
1860,neutral,JPinFLA,Provided the right size screws and washers we needed to mount a TVDVD unit purchased on Amazon We did not know what size we were going to need so this universal set was a good solution and it was inexpensive so it did the job,True,0.0,31.05.2018,45
1861,neutral,Thermite187,Lots of storage for its footprint The problem is it gets hot When I mean hot really really hot I would not be surprised if it damages itself due to heat in due time So Ill call it stars,True,0.0,10.01.2018,39
1862,positive,Eli Forbush,After several months I still love them I listen between and hours per day days per week and have no problems whatsoever I get about a day and a half on a charge and from dead batter to full takes about hours The audio quality is great and the controls are easy to use once I got past the muscle memory from my old LG headset I intend to purchase another pair of these whenever I inevitably lose or break this pair satisfied,True,0.0,09.07.2018,83
1864,positive,Kerry Kobashi,For hand positioning this works great for general computer use Its a more natural ergonomic position and makes me feel like I have more grip on the mouse My hand does not tire using this over longer periods of use Wireless too and eliminates desktop clutter Wish they would add more buttons and provide UI software to customize settings though,True,0.0,26.06.2018,60
1865,neutral,Josh,Works well with my Windows laptop Make note that you are told to download and install the software and not use windows updates just calling this out My older MacBook is a different story That works with everything except the monitor I could not get any monitor or different types of cables to work I did find a link about making sure that the software was approved which mine was I did find a link that walks you through installing but shows an Apple link if it does not work So a little bummed that it does not work with the MacBook given that was one of the reasons I purchased this model and not another Windows laptop worked great with dual screens three if needed with laptop and all attached devices including a USB switch for my keyboard and mouse,True,0.0,12.02.2018,141
1866,positive,snndn,Works great really nice product for the powerhungry Be aware one port is a smartcharge port the other is not marked,True,0.0,08.04.2018,21
1867,positive,llewis,My inch TV is looking lovely on my bedroom wall My husband and I installed the wall mount in minutes,True,0.0,05.03.2018,20
1868,neutral,Shannon Meredeth,The cables and length are great but unlike the pic I got all blue I like the color but needed different color ends to make it easier to find connections not having to trace lines I needed them so I did not bother sending back for a refund but would have been nice if the picdescription matched what I had ordered,True,0.0,18.05.2018,61
1871,negative,H. Stokar,Worked for a year Driver at CableMatter site for win have not worked for me I get unknown device in Device Manager There are better options out there,True,0.0,31.07.2018,28
1873,neutral,DERRICK,very good,True,0.0,03.07.2018,2
1874,negative,ALKP,After weeks letters stopped working n g v and others do not work have to press times,True,0.0,07.05.2018,17
1877,neutral,Jaded Regrets,Works as a hub works as a charger WOULD NOT DO BOTH on a NUVision And as a hub it would constantly disconnect,True,0.0,30.04.2018,23
1878,positive,B. Stamand,Works exactly as described no issues with function Switched to whatever is sending a signal but still offers a manual button to switch too I am only knocking off a star because the cord is very stiff and in order to lay somewhat flat behind my equipment cabinet Ill need a degree adapter I would not say use a thinner cord but instead offer an angled plug option,True,0.0,08.01.2018,68
1879,neutral,Savvy Buyer,While the headphones work quite nicely the headband is not as pliable as I would like It will not bend to fit my head snuggly so it falls off when I wear them running even sometimes when walking if I sweat a lot,True,0.0,08.07.2018,43
1880,neutral,DB,I bought this seeing good reviews in amazon and as I also have their wall chargers and they are great but for this it was disappointing great product in terms of build quality except main problems The power outlets are too close to each other i can not plug my laptop power cord my desktop bose speaker and my LED table lamp or my wifi router or my modem cables side by side not good for plugging electronic electrical devices that have large adaptors I tried to use it to put my K inch Samsung TV power cord and the soundbar cords side by side but those also will not fit as wellso basically you can use ONLY power cords at a time very disappointing One of the USB docks have started to become lose with use and does not look to be very well built,True,0.0,20.03.2018,146
1882,negative,Amazon Customer,Heres the thing I do not have an issue with cheap junk when it is Cheap and Sold as cheap junk These were not sold as such and were not particularly cheap let us go through the list shall we Pros Setup was straightforward standard Bluetooth stuff Was able to connect to my iPhone and Apple Watch without much difficulty They look nice When they work the sound is okay Nothing amazing Just ok I am not an audiophile so I will not get into all that stuff It was not amazing it was acceptable and Id have been perfectly happy with that Cons Cheaply built Just in general you will read examples of why down below but there were clearly no quality controls Both earcups are marked R Its a minor thing but it does make one wonder how the heck that happened Noise cancelling My foot it is I hear everything If I listen to anything above a whisper everybody around me can hear what I am listening to These were advertised as a headset with microphone Either that is a lie or its broken I can connect to a call and hear the other person but they can not hear me This is just bad design the volume up button is on the bottom and the volume down is on the top I will not get into how its awkward double clicking to change volume and such just know that it is Possibly this is because the wiring was put in upside down It feels like cheap plastic in the hands because its clearly waiting to break The Bluetooth is unreliable as hell I can not have the phone in my pocket because the distance alone let alone the cloth of my pocket are enough to have the signal constantly cutting out and even disconnecting altogether So I have to have the phone in my hand held within feet of the headphones at all times for it to work Which is awkward obviously Why not put it in a breast pocket Tried that awkward as it was Nope the cloth from the pocket or my natural EM field was enough to disrupt the signal So yea even when it works its still a poorly built piece of trash,False,0.0,29.08.2018,381
1883,negative,Chris J. Wilson,It leaks I bought of them One is attached to a way block so I can drain my system and the ot her is for filling it and bleeding air out The both do not seal properly at all and will leak air or water When I was filling my system I noticed that it was leaking down the tube I had attached to it for draining later I spun it around a few times hoping it would seal It did not I have a g plug in it at all times and I know when I drain my system I am going to have to have a lot of paper towels ready to catch the water coming out of it when I remove the plug,True,0.0,29.01.2018,126
1884,positive,S. WILSON,Great sound and lasting battery life,True,0.0,15.08.2018,6
1886,positive,Brad,wish it had better dongle retention as mines always flopping around,True,0.0,30.03.2018,11
1887,neutral,CharlieT,This is my rd TomTom nd VIA They seem to last about years and go south The screen is fantastic for my wife and that is why I ordered another The maps appear to be a little outdated in some areas On my street there are two streets located in the wrong place and a couple that do not even exist The map has been this way since my first TomTom Appx yrs ago On the Garmin that I use they are correct,True,0.0,02.04.2018,83
1888,neutral,H3110,Not loud enough,True,0.0,26.04.2018,3
1889,negative,blanch,Item did not work We were trying to use it to switch over a smart tv after adding a sound bar Had to return the item,True,0.0,13.01.2018,26
1890,negative,U St,just did not work,True,0.0,22.01.2018,4
1891,positive,W Lewis,not much to say other than to say it fits,True,0.0,24.01.2018,10
1892,positive,SERG,Great keyboard works amazing,True,0.0,16.07.2018,4
1894,positive,Quentin Blue Horse,Reasonably priced Easy setup Pays for its self after a couple of months,True,0.0,07.03.2018,13
1895,positive,Steven K.,Works fine,True,0.0,01.09.2018,2
1898,negative,Michael,Ear padding faux leather part came unglued like other reviews were mentioning I do not know how to replace it since it used glue rather than just an elastic band The headphones were great while they lasted good sound comfortable and great detachable wire,True,0.0,18.02.2018,44
1899,positive,TITO153,good price work great,True,0.0,09.04.2018,4
1900,neutral,,can not pick up all button presses accurately especially on softer surfaces Its completely waterproof as advertised you can not dunk it in water or anything but you can spill things on it and it works fine,True,0.0,04.05.2018,37
1901,positive,L&amp;Films,Perfect for out and indoor use smooths nicely the from my x xplore light,True,0.0,25.06.2018,14
1902,negative,Stacey Hudson,did not work,True,0.0,30.04.2018,3
1903,negative,Manny V - Miami,I bought of this terrible packaging one of them not even keyboard and mouse Both looked like the UPS driver had dropped them at MPH I am attaching images of both pcs so it is clear the BAD quality they are shipping Terrible overall One of them I was able to get running the other could not because it was impossible to even put the USBs since the backplate is not even properly in place and I am not going to be fixing something I just paid for The one that started worked fine fast enough but the hard drive is super loud I am rerturning them both because this level of BAD quality is not aceptable,True,0.0,16.05.2018,117
1905,neutral,Dianna Heverly,Not the speed upgrade that everyone claims not worth the upgrade cost to shave off seconds of boot time Got better results from editing and reordering startup items,False,0.0,23.01.2018,28
1911,neutral,EL,Ehhhh,True,0.0,18.05.2018,1
1912,positive,john,Good quality very handy to have around,True,0.0,18.03.2018,7
1915,negative,Erick M.,This paper does work but it can very very unresponsive over time the long you use it I had to take it off and place a new one on after just months,True,0.0,17.04.2018,32
1916,positive,R Hogan,This is a great little lenslight and It works perfectly There is not much it can not do well For under this could be the only lens you would ever need In some very subtle ways its optics can outperform the more expensive mm VR and mm VR lenses This mm VR focuses closer than either of the more expensive lenses weighs less is smaller and has less distortion at the long end So there The mm VR has superb optics in a plastic mount for light weight and low cost What you lose for paying less than onethird the price is durability instant manualfocus override and zoom range,False,0.0,29.03.2018,109
1917,positive,xinhuachen,good,True,0.0,10.05.2018,1
1920,neutral,Happy Gal,The colors could have been better I wish they had skipped some of the wild ones and had doubles of the ones like dark blue dark green and slate blue Oh well at least with the crazy colored ones I was able to flip them over to the white side and paint them acrylic paint with a friendlier color,True,0.0,19.05.2018,59
1924,negative,Lawrence or Christine Dol,OK for a budget PSU from a quality namebrand but its noisy Would give it four stars at the pricepoint if is was quiet but as it is the noise level reminds me of working in a server room I think I am going to replace it having run it for a while This is running in a very small powerdraw NW appliance no discreet graphics just MOBO CPU a couple of PCIe x NICs and two HDDs Ambient temperature is a comfortable office and internal temps on the box range from to C After talking to EVGA tech support I returned the PSU for a replacement and while the new one was quieter its still far from ultra quiet fan design I will definitely be replacing this and never buying from EVGA again Should have spent the few extra dollars on a Corsair unit which I have many of and they are all much better,True,0.0,10.01.2018,156
1925,positive,Nope,Great value in getting a two light set The umbrellas are translucent white and give a soft reflection of light No glare or spots,True,0.0,30.07.2018,24
1926,negative,Brie,Dead on arrival,True,0.0,15.04.2018,3
1927,negative,J. McCranie,The instructions say to put drops of the liquid on a swab There is no easy way to do this I took the cap off expecting to see something that you could squeeze a drop out No You have to wedge out a plug which the directions call a cork and then you are left with a wide hole to the liquid Furthermore the bottle is too stiff to squeeze anyway There is no practical way to get out one or two drops unless maybe you dip in a cotton swab and transfer some to the kits swab But I have had problems in the past with other sensor cleaning kits by putting too much of the fluid on the swab Using a cotton swab to transfer some of the liquid to the cleaning swab does not give you the control you need to put the right amount on the cleaning swab,True,0.0,31.03.2018,152
1929,negative,Inspector Gidget ,I have NO CLUE why I bought this or what it attaches to,True,0.0,10.03.2018,13
1930,negative,Network Administrator,Never got the bluetooth component of them to work Multiple people tried We returned them,True,0.0,28.06.2018,15
1931,positive,Micah Burke,Seems to work fine Faster than powerline,True,0.0,09.01.2018,7
1933,neutral,Amazon Client,Not what I expected Would purchase elsewhere,True,0.0,18.05.2018,7
1934,negative,Tre S.,Worked good at first but was really tight and now if I move it inside the port even slightly my devices disconnect I will not use these anymore due to the chance of data corruption happening,False,0.0,28.01.2018,36
1937,positive,bili yu,The orginal omron blood pressure machine did not come with a power adapter Purchased this one and it works well,True,0.0,03.06.2018,20
1939,neutral,PeterG,They are ok beryl good Spend more money and get great headphones,True,0.0,11.06.2018,12
1940,negative,Tim the Duke,Unfortunately did not last long before coming apart see photo,True,0.0,06.08.2018,10
1942,neutral,T,GOOD,True,0.0,12.03.2018,1
1943,positive,Damon Cox,I have not used it much but when I have it is great I just bought my MacBook Pro and this is a must have The new Pro only has thunderbolt ports so if you want to connect it to anything or be able to get pictures off an SD card you have to have something like this The price was good and it adds functionality to the MacBook Pro,True,0.0,19.03.2018,70
1946,neutral,nicolero,too small for my tablet but it was my mistake did not look,True,0.0,02.01.2018,13
1948,negative,Mike mcallister,Yep it has lots of treble Many review said it sounds great well it does not I would have to guess the bass EQ is defective Maybe this would work as a PA for vocals but definitely not for electric guitar,True,0.0,27.01.2018,41
1949,positive,Mike,Love these things Makes it really easy to clean up your cabling around the house I used for my entertainment center and made wrapping up all my lose cables a breeze and look great too,True,0.0,05.06.2018,35
1951,negative,Ken Williams,did not fit the Velbon tripod I ordered it for,True,0.0,27.02.2018,10
1952,positive,Timothy A. Johnson,It works fine no issues at all,True,0.0,09.06.2018,7
1953,negative,Darsh,was a decent drive however the drive failed after very minimal use would not repurchase,False,0.0,14.02.2018,15
1954,negative,TJ B,The arm is useless Some of the joints are snug some of them are extremely loose Forget about using this on a moving vehicle that is out of the question as the arm would never stay in position Even using this in a fixed application would be a struggle as the loose joins will drop the camera position unexpectedly You would have to really balance this assembly carefully I tried to pop the joints apart to remove the loose joints but doing so widens the other joints just enough that they will no longer hold firm So I quickly ditched the arm and I figured I could just use the clamp with other attachments and arms that I have The GoPro mount that is on the clamp is not a uniform size I found that some of my GoPro branded mounts clicked in normally and other GoPro branded clamps were IMPOSSIBLE to remove I needed to bring out tools and carefully wedge them out The mount on the clamp is too snug I believer it worked better with mounts left over from my older cameras than from the recent Hero I have purchased the ones that have the integrated rubber locking flap Now if you ignore the crappy arm and mount the clamp itself holds very well to certain things If that is worth the price to you Id buy it again for the clamp only I could attach it to a piece of straight metal or wood It did not clamp well to handlebars It would fit loose and just rotate around even when I adjusted the inner bandrubbery strip,True,0.0,15.03.2018,271
1955,neutral,John Joyner,They work I guess,True,0.0,09.04.2018,4
1956,neutral,M. J. Buzel,Had problem with screw falling out and not being able to be screwed back in Also wanted to shorten the foot cord and needed info on the best heavy duty plug to use Contacted seller TWICE Gave him my cell number and email address Neither time did he Get back to me in order to help me figure out these issues I can only assume he did not care Be advised Ultimately wrapped the screw in dental floss and was able to get it to stick in the hole See pictures,True,0.0,18.04.2018,91
1957,negative,Amazon Customer,of the purchased did not work Seller was not willing to replace wanted me to contact patriot for warranty replacement,True,0.0,13.03.2018,20
1958,positive,RaeLyn,Very fast good connection Like the size as well,True,0.0,27.01.2018,9
1959,negative,Amazon Customer,Should have read closer can not change pixel count,True,0.0,29.06.2018,9
1960,positive,Bill,Works great easy to install,True,0.0,24.06.2018,5
1961,positive,CRS,great,True,0.0,24.03.2018,1
1965,neutral,Cqueen,nice,True,0.0,08.06.2018,1
1966,positive,Ardy 7 Kindle Customer,Refills work great for PedEgg good price,True,0.0,23.02.2018,7
1968,neutral,Mike,Works fine,True,0.0,30.04.2018,2
1969,negative,william,Had to glue some of the screws in during construction because they fell out after I screwed them in one on the top plate and one of the feet screws came out of the wood with the nut that was put in to hold the screw in placevery poor construction not worth the money should have listened to the other star reviews Well see if they hold my speakers once the glue dries,True,0.0,06.04.2018,73
1970,negative,Honest Feedback,This power strip is portable but the quality is not good The cord is thin and flimsy and there is no surge protector built in,True,0.0,03.02.2018,25
1973,negative,GAN,The cable was advertised and packaged as being long It is only long,True,0.0,26.02.2018,13
1974,positive,Pete,I liked that the color I ordered looks exactly like the picture The cover fits VERY snugly I am a big guy and I had to really press to get the sides to click in Everything fit and the sits did all click and its locked in very securely Daughter loves how it looks and the wife was impressed enough to buy two more for her MacBooks work and home It has a nice matte feel to the finish so it should not get all scratched up We very much like it and were super happy with the color,True,0.0,08.08.2018,99
1975,positive,Carlos Espinoza,Forget about frame drops with this card I have been trying demos and full games in VR using this card and everything looks fluid Even having a monitor setup for playing will be awesome if you have this card recommended,True,0.0,13.01.2018,40
1976,positive,JPC,Fast and so far reliable No problems,True,0.0,29.03.2018,7
1977,neutral,R. Williams,Fair to good processor for its time however grossly outdated and obsolete now The one I ordered did not arrive so I had to scramble to find another vendor that could give me the chip overnight Found a local seller and was able to buy it for around the same price Granted used However as a whole the ship despite the single core operation limitations works well for an older CPU on the now discontinued and poorly implemented FX platform I would strongly advise that consideration is given to a newer CPU over buying an older outdated obsolete lackluster CPU such as this I would buy from the seller again The lost order was not due to anything they did,True,0.0,17.04.2018,120
1978,positive,Allen Woodruff,Great for doing videos and presentations easy to mask any background you want,True,0.0,27.06.2018,13
1979,negative,Darla Marshall,Does not keep from sliding around I ended up removing it and using pvc,True,0.0,28.02.2018,14
1981,negative,RARE Technologies,Not the best rpm in its category but customer wanted this color and her corporate built machine could only take this size exhaust Problem is the bearing is already making noise,True,0.0,22.05.2018,31
1983,neutral,missRK,Perfect for my little guys ears But not of the best quality,True,0.0,02.02.2018,12
1984,neutral,Alyssa,The cable is decent but its very stiff and not as long as I expected,True,0.0,26.01.2018,15
1986,negative,Barinr,These did not last very long but I am hard on cables,True,0.0,17.03.2018,12
1987,neutral,hardmantoplz,I can not really tell if it does anything or not,True,0.0,20.02.2018,11
1988,positive,Marcos,I love this keyboard,True,0.0,16.07.2018,4
1991,negative,FRANK WRIGHT,Works about one th of the time,True,0.0,09.06.2018,7
1992,positive,Amazon Customejoeferr,These speakers are awesome hooked to my denon AVR with Boston subwoofer Totally I am satisfied with the sound outcome as I watch my fav movie Law Abiding CitizenI highly recommend this fluance home theater,True,0.0,04.01.2018,35
1994,negative,Susana Nuno,Not a real samsung fast charger,True,0.0,31.01.2018,6
1995,negative,ShichidanBB,To begin the only reason I am giving this two stars is because Logitech is one of the best customer friendly sellers and go out of their way to give support for their products I have used Logitech for years and will continue to do so That said this is my review of this specific product While visiting our sons family he showed me his K and touted how great it was We tried pairing my Galaxy Tab SMT but it failed to recognize the tablet We thought it was just a glitch When I got home I ordered this one After multiple tries of pairing on all three channels I kept having the same issues it was not recognized by my tablet then would be recognized but would not pair and finally getting the same unable to communicate message I called Logitech got one of their helpful techs and spent minutes trying to get the tab to pair We had no success and he said he believed the device was faulty and would have another one sent to me I received the second K and was very exciteduntil I found the exact same problems occurring Like I did with the first Logitech agent I tried everything to pair via what we had done but to no avail I also tried pairing two different Samsung devices the S SMGV and the Tab A SMP on all the channels and the same thing happened with them as well Having done what I did working with the Logitech support agents I have come to the conclusion there is no flaw with the keyboard What is flawed is that somehow in the design this keyboard will not recognize certain models of certain devices in my case the three I mentioned I would also add that I have owned and paired numerous devices to Bluetooth and found it always to be an easy thing to dobut not with these I would suggest if you are going to buy one of these especially if you own a Samsung I would try and find one at a store such as Best Buy or Frys to see if it is compatible,True,0.0,14.04.2018,364
1996,negative,Ervin,Did not work,True,0.0,25.01.2018,3
1997,positive,Amazon Customer,Good value and excellent support,True,4.0,23.08.2018,5
1998,positive,Kevin,I am happy that I can use this with my mid MacBook Pro Now I can take full advantage of using a dual screen setup,True,0.0,02.03.2018,25
2001,negative,NM boardie006,I have been ordering silicone keyboard covers for my MacBooks for years This one seemed ok but causes the space bar to stick Not all the way but makes it lazy Thought this might loosen up after a bit of use but no still sticky Super annoying when typing I type a lot Skip this one,True,0.0,06.04.2018,56
2002,negative,Stephen G.,Garbage would not operate properly Seller did not respond,True,0.0,02.01.2018,9
2003,negative,Jonathan,Installed this set Saturday in my nieces car to replace her old broken factory speakers Installed everything tested and adjusted the settings Since this is currently powered by the radio until I can get an amp next month she was instructed to not go past half volume and does not listen to heavy music One of the tweeters lasted days before blowing If you want Alpine quality stick with the Type R These are garbage and I have no way to resolve the issue as she lives a few hours away and have wasted money on a poor quality product,True,0.0,11.04.2018,100
2006,neutral,Robert L. Wesley,can not use all at the same time do not know if its the product or my computer,True,0.0,03.06.2018,18
2007,neutral,T. Semple,This is the third USB dock I have purchased It is a learning curve for sure First I did not realize a year ago that Gen is really just with C connectors USB Gen with C to C connections is supposed to give true Gbs speeds This is supposed to be a USB Gen Dock The speeds are essentially what I get with USB Gen Docks with A connectors I am using a C to C connector which does not come with the unitek They provide a C to A connector I have this connected to a new ASUS Z MoBo that has both C and A slots powered by the Intel chipset I have updated the BIOS firmware and all the drivers I really doubt my problem is the MoBo or the chipset I see transfers of MBs with Seagate s Mbs or Gbs Not the advertised Gbs One review here a guy quotes MBs Gbs I do not think this is a Unitek problem but the technology What I think is that the Gen advertised speeds are a myth Not real world I think it is being sold as Thunderbolt Macs product Macs Thunderbolt DOES work Gbs transfers with TB drives on a real world desktop UserBenchMark study But TB devices are crazy expensive Anyway my takeaway is for anyone considering investing in one of these stick with It is a lot cheaper for a dock and the speeds are acceptable At least fast enough you are not going to notice the difference in the real world I like the Dock Nice design and seems to be well built Be nice if they threw in a C to C connector with it,True,0.0,26.01.2018,284
2009,neutral,A N.,Nice look but the front panel did not even have all the holes drilled out for the fan to be installed that was annoying,True,0.0,11.06.2018,24
2010,neutral,Andre,Takes a bit of force to press the the center wheel can lead to some pain after using this for a while on regular basis,True,0.0,06.02.2018,25
2011,negative,MUASHAK,It broke,True,0.0,09.04.2018,2
2013,positive,Mike,Nice picture I only watch free dvds from the library which is good enough for me no need for k I watch it on a white wall without a screen but it can get faded sometimes during the day and hard to see Sometimes it will not turn on but after fiddling with it or giving it some time it works Luckily I have not had to buy any new parts or repair or return it yet,True,0.0,23.03.2018,77
2015,neutral,H. DeLeon,I had an issue with a damaged Surface Book from the seller and they promptly replaced it with an undamaged one but the stylus is not oem I bought this as a gift and did not know the stylus was not Microsoft stylus until it was too late to return,True,0.0,10.07.2018,50
2016,positive,BT,Good quality It works as expected,True,0.0,30.01.2018,6
2017,positive,S. Ngov,These headphones are easy to adjust The cushions for the ear do not press against your head too rough and fits nicely The cushions are extremely large so perfect for people who have a bigger head not so great for people with smaller heads For the most part it still is comfortable Microphone of this headphone is awesome and I am so thankful to use it while playing games with my friends Overall great functioning headphones that does its job without being too bulky for a fair price,True,0.0,29.04.2018,88
2018,negative,SG,It says to insert an Ultra SD card when it already has one and shuts down,False,8.0,24.01.2018,16
2022,neutral,Sid Curless,Was a pain to install had to find an alternative driver as original kept locking up my Win desktop Once all that was done it worked fine,True,0.0,18.02.2018,27
2025,negative,Todd Tinsley,They have the warranty for the board in the site at check out but it does not cover the board I purchased it and had to cancel right after,True,0.0,30.01.2018,29
2026,negative,Richard,The tablet is SLOW not only that it would never open the Google Play Store to download any apps Every time I tried to install something the app would crash I replaced it with a Lenovo Tab in could not be happier with my decision,True,0.0,22.03.2018,45
2027,positive,JerryGGC,Good for any case the camera would have,True,0.0,28.02.2018,8
2028,positive,Robert,VERY WELL MADE,True,0.0,27.01.2018,3
2029,positive,Amazon Customer,I have had these on my wish list for months and finally bought them wow what was I waiting for They are perfect in all aspects The fit sound construction not to mention the design and look I have a perfect go to when I need a gift Thank You,False,0.0,03.07.2018,50
2030,neutral,Amazon Customer,ok,True,0.0,03.08.2018,1
2031,positive,Kendal Lucas,Works great Would Highly recommend,True,0.0,11.01.2018,5
2032,positive,Tamra H.,Fits perfectly,True,0.0,02.01.2018,2
2033,positive,Stormtracker,Perfect size case,True,0.0,10.02.2018,3
2036,neutral,Rusty,Had to return it It died on me after about weeks Did not reorder just to surf the internet in Chrome Better choices with an Android TV Box,True,0.0,25.01.2018,28
2037,negative,gimli1357,My LG C TV constantly flashes a static screen while using this cable with my Xbox One X and PC Whether in HDR mode or not k or p Switched to the cable that came with the Xbox and all issues went away with both devices Tried with my other HDMI cables that I have no problem Tried all cables from this bundle and they are all incapable of handling a signal consistantly at all These cable are not reliable at feet,True,0.0,25.08.2018,82
2038,neutral,Gayle L Haddox,they are okay for protecting lens,True,0.0,24.02.2018,6
2039,positive,Omega Rosary,Best keyboard i have use so far even baugh another one for my brother Really great,True,0.0,09.02.2018,16
2040,neutral,Hesham Talaat Hegazy,Very nice but its more plastic than rubber,True,0.0,10.06.2018,8
2041,positive,MASADA ,This slides into my tote and I feel it is protected well because of the focus of the bumperstyle padding The waterproof fabric has a nice hand and looks good I knowingly purchased without a should strap but that would be a completing option especially at this price The pocket bulges with the mouse and electric cord but zips closed so its adequate Its a ThinkPad laptop measuring almost and almost so I tried the sleeve and its a perfect snug fit A demonstration of how to measure in SELLERs photos is advisableone should not have to pour over reviews to understand how to measure a laptop for this product to fit well One should not need to contact the seller to find out whether their product will fit I am happy with it and for anyone who does not need a shoulder strap you will be satisfied,True,0.0,14.01.2018,148
2042,neutral,David Maldonado C,does not fit like I expected but works great,True,0.0,12.02.2018,9
2043,negative,Jeanette M. Olson,There was no acknowledgment of this cord by the device I plugged it in unplugged it and checked all connections I also left it plugged in for a few hours just in case It does not work,True,0.0,31.08.2018,37
2044,neutral,Izzy,had an issue with the fans had to return it there are better options out there for the price,True,0.0,07.07.2018,19
2045,neutral,L. Shapiro,strange remote can not change channel easily just one at a time using the up down button tv looks ok and works ok,True,0.0,27.06.2018,23
2046,negative,Aydin Palabiyikoglu,It is not strong enough to carry camera D f Lens I was lucky enough to catch camera before fell in to ground,False,0.0,15.06.2018,23
2047,positive,Mr V,Works great steadies my grip and I can hold the camera much firmer and steadier,True,0.0,04.05.2018,15
2048,neutral,David B.,You get what you pay for I guess Just a couple months old and already the touchpad is acting funny,True,0.0,21.01.2018,20
2049,neutral,MrMojo,Found an older Cat cable so returned the Cat cable Could it be better Most likely but did not need to spend more for a cable when one was found and already available,True,0.0,20.07.2018,33
2050,positive,hasan keskin,This my `` oh my god tablet `` It was amazing in any sense,True,0.0,18.06.2018,14
2051,neutral,Matt,Not as easy to use photos light fall off if very far,True,0.0,22.05.2018,12
2052,neutral,aokinak,I may have just gotten a lemon It started out fine but now I can not get a smooth blu tooth connection Sometimes it connects sometimes it does not So I just use the aux cord and carry the phone with me while doing yard work Not the same but it works,True,0.0,28.06.2018,52
2055,neutral,R J,works well,True,0.0,23.02.2018,2
2057,neutral,Zibbyamala,there is good and bad to this TV Note I am NOT a tech junkie so I do not have any specs This is just an average review The good SizeI ordered the inch tv The size is great and it hardly weighs a thing Very light I am female and I can easily lift this tv by myself Its weight is great so that you do not have to worry about it being too heavy for a tv stand Picture The picture is great Not great but a good picture nonetheless My games look amazing on this TV Vivid color pitch black no picture burn I do not even see any dead pixels as of now The picture is top notch From Final Fantasy to Persona anime movies everything looks amazing Cable even looks decent but once you use HD you will really see how good it is Navigationusability Easy to use Nothing weird or confusing Honestly I do not use the apps as I use my playstation for apps but they are some available like Netflix Youtube and even Pandora I think The bad Technical issues RANDOMLY RESTARTS Out of nowhere all sound will disappear Then the screen will go black the Sony logo will appear and the picture will reappear Nothing at all prompts the tv to restart but it does randomly on its own Its incredibly annoying does not happen all the time some days it will not do it at all Some days it will restart once twice even times once It does not take long for it to get going again but its very annoying to pay for something that does not work the way it should And yes it even restarted when I was GAMING The sound To be frank the sound quality is ST If you really care about sound get a sound bar or something I plan to in the future If you use it for games just use your headset You have to turn the volume for movies ALL THE WAY UP to hear them The design What idiot designed this tv I can not play anything AV because of the way the AV cords are set up in the back of the tv I need to buy an adaptor to play my N and PS andwell anything with AV What kind of crap is that of the AV ports are clearly visible and one is completely different in the way its designed and in an awkward spot on the tv They are not compatible with my game systems AV because they do not all fit Likewise if you decide to mount the tv the mount will completely block ports in the back of the tv The design of this tv gets a for me Its like someone designed it that never owned anything that plugs into a tv Overall I ranted a lot but I still think its a decent TV DECENT tv Not amazing Honestly the picture is the only thing saving it from being lower The picture really is incredible for the price Personally I do not have much money and dollars is a lot for me so I expected better Regardless I do not regret my purchase However once I decide to get a new TV I will just pay more for a higher end tv and this one will be just a bedroom tv I do not necessarily recommend or NOT recommend it I am really in the middle If you want to get it then get it but be aware of its issues Perhaps mine is just faulty and that is why it restarts But that is still an issue with the manufacturing so be wary of that The sound can be corrected and there are ways to navigate its stupid design Its an okay tv,True,6.0,28.01.2018,642
2058,positive,Samuel Arredondo,The cameras are really good The interface is easy to use Has all the features I needed Very satisfied,True,0.0,03.09.2018,19
2059,positive,Mr.Kriegler,can not go wrong with these Look and feel very durable Have been using for a long time with lengths from ft to ft fever an issue,True,0.0,21.03.2018,27
2060,neutral,B. Sauter,A bit bigger and the joints are a bit stiffer than I thought they would be Its about bigger than I thought so if you are looking fall a small tripod you probably will want to look elsewhere,True,0.0,15.03.2018,38
2061,neutral,John Doe,A bit bulky Lower end parts but what can you expect for the price,True,0.0,10.05.2018,14
2062,negative,MGilhooly,The keyboard is terrible will not stay paired more than a few minutes letters repeat and do not work I could not even use the keyboard to submit this review the first one was denied because of the letter repeating in the text area I am using it on a brand new Dell laptop running Microsoft Windows I had assumed being a Microsoft hardware device it should work on a brand new PC running Windows Do Not Waste your money I bought a cheap Home keyboard and mouse set and it works perfectly at the price This set will be getting returned as soon as possible,True,0.0,23.03.2018,106
2063,positive,Leonard Wood,Perfect for adding a retropie box to a small TV for a self contained arcade box,True,0.0,07.06.2018,16
2064,positive,William C.,Compact perfect to use with Surface Pro while in tablet mode,True,0.0,11.05.2018,11
